shortname;fullname;category_path;startdate;templatecourse;enrolment_1;enrolment_1_role
03-ACS-L-A4-S2-IB;03-ACS-L-A4-S2: Inginerie biomedicală (Grup 2B3 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2B3;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-CD;03-ACS-L-A4-S2: Compresia datelor (Grup 2A2 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2A2;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-MPB;03-ACS-L-A4-S2: Modelarea proceselor biologice (Grup 2B3 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2B3;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-SOTR;03-ACS-L-A4-S2: Sisteme de operare în timp real (Grup 2A1 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2A1;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-IGU;03-ACS-L-A4-S2: Interfeţe grafice cu utilizatorul (Grup 2A3 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2A3;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-VA;03-ACS-L-A4-S2: Vedere artificială (Grup 2A2 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2A2;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-GA;03-ACS-L-A4-S2: Grafică avansată (Grup 2A2 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2A2;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-XIS;03-ACS-L-A4-S2: XML şi informaţie structurată (Grup 2A3 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2A3;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-SSCa;03-ACS-L-A4-S2: Securitatea sistemelor de calcul (Grup 2A3 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2A3;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-AIP;03-ACS-L-A4-S2: Arhitecturi informatice performante (Grup 2A3 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2A3;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-APCo;03-ACS-L-A4-S2: Automatizarea proceselor complexe (Grup 2B1 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2B1;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-STR;03-ACS-L-A4-S2: Sisteme în timp real (Grup 2B2 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2B2;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-PAASC;03-ACS-L-A4-S2: Proiectarea asistată a sistemelor de conducere (Grup 2B2 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2B2;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-SICo;03-ACS-L-A4-S2: Sisteme integrate de conducere (Grup 2B2 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2B2;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-RIC;03-ACS-L-A4-S2: Reţele industriale de calculatoare (Grup 2B2 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2B2;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-TDD;03-ACS-L-A4-S2: Tehnici de diagnoză şi decizie (Grup 2B3 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2B3;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-MAS;03-ACS-L-A4-S2: Sisteme multiagent (Grup 2A1 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2A1;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-Sn;03-ACS-L-A4-S2: Sisteme neliniare (Grup 2B1 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2B1;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-PSA;03-ACS-L-A4-S2: Prelucrarea semnalelor audio (Grup 2A2 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2A2;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-ASII;03-ACS-L-A4-S2: Analiza sistemelor informatice industriale (Grup 2A1 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2A1;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-PARTR;03-ACS-L-A4-S2: Programarea aplicaţiilor cu restricţii de timp real (Grup 2A1 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2A1;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-RRA;03-ACS-L-A4-S2: Reglare robustă şi aplicaţii (Grup 2B1 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2B1;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-ABI;03-ACS-L-A4-S2: Algoritmi în bioinformatică (Grup 2B3 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2B3;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-ROSA;03-ACS-L-A4-S2: Reglarea optimală a sistemelor automate (Grup 2B1 - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Grup 2B1;2022-02-28;CS2;manual;student
;;;;;;
03-ACS-L-A1-S1-DP-IS;03-ACS-L-A1-S1: Doctrine politice (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-CC-IS;03-ACS-L-A1-S1: Cultură şi civilizaţie (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-L-IS;03-ACS-L-A1-S1: Logică (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-PsE-IS;03-ACS-L-A1-S1: Psihologia educaţiei (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-IFC-IS;03-ACS-L-A1-S1: Istoria și filosofia culturii (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-GAC-IS;03-ACS-L-A1-S1: Grafică asistată de calculator (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-IAP2PI-IS;03-ACS-L-A1-S1: Informatică aplicată 2 (prelucrarea informației) (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-CLFI1-IS;03-ACS-L-A1-S1: Comunicare în limba franceză pentru ingineri 1 (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-CLGI1-IS;03-ACS-L-A1-S1: Comunicare în limba germană pentru ingineri 1 (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-CLSI1-IS;03-ACS-L-A1-S1: Comunicare în limba spaniolă pentru ingineri 1 (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-AICVR-IS;03-ACS-L-A1-S1: Agresivitatea interumană în cyberspace și viața reală (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-SIDCD-IS;03-ACS-L-A1-S1: Ştiinţa informării şi documentării în cultura digitală (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-APEDRD-IS;03-ACS-L-A1-S1: Adaptarea la provocări și experiențe dificile: reziliență și dezvoltare (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-VOL1-IS;03-ACS-L-A1-S1: Voluntariat 1 (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-FIL-IS;03-ACS-L-A1-S1: Filosofie (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-CA-IS;03-ACS-L-A1-S1: Cultura antreprenorială (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S2-CLGI2-IS;03-ACS-L-A1-S2: Comunicare în limba germană pentru ingineri 2 (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-CLFI2-IS;03-ACS-L-A1-S2: Comunicare în limba franceză pentru ingineri 2 (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-CLSI2-IS;03-ACS-L-A1-S2: Comunicare în limba spaniolă pentru ingineri 2 (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-PED1-IS;03-ACS-L-A1-S2: Pedagogie I (Fundamentele pedagogiei. Teoria și metodologia curriculumului) (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-ESU-IS;03-ACS-L-A1-S2: Ecologie socio-umană (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-CCE-IS;03-ACS-L-A1-S2: Cultură şi civilizaţie europeană (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-EAP-IS;03-ACS-L-A1-S2: Etică aplicată (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-RARG-IS;03-ACS-L-A1-S2: Retorică și argumentare (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-MGP-IS;03-ACS-L-A1-S2: Managementul performantei (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-VOL2-IS;03-ACS-L-A1-S2: Voluntariat 2 (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A2-S1-EFS1-IS;03-ACS-L-A2-S1: Educaţie fizică şi sport 1 (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-Ped2-IS;03-ACS-L-A2-S1: Pedagogie II (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-Psi-IS;03-ACS-L-A2-S1: Psihoinventică (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-Pol-IS;03-ACS-L-A2-S1: Politologie (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-FCT-IS;03-ACS-L-A2-S1: Filosofia culturii tehnice (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-FC-IS;03-ACS-L-A2-S1: Filosofie cognitivistă (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A2-S1-CFiz-IS;03-ACS-L-A2-S1: Complemente de fizică (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A2-S2-M4-IS;03-ACS-L-A2-S2: Matematică 4 (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-DS-IS;03-ACS-L-A2-S2: Didactica specialităţii (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-EFS2-IS;03-ACS-L-A2-S2: Educaţie fizică şi sport 2 (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A2-S2-AV-IS;03-ACS-L-A2-S2: Activitate de voluntariat (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 2 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S1-PACME-IS;03-ACS-L-A3-S1: Proiectarea asistată de calculator a modulelor electronice (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-Bing-IS;03-ACS-L-A3-S1: Bioinginerie (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-TPI-IS;03-ACS-L-A3-S1: Telemonitorizarea proceselor industriale (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-IAC-IS;03-ACS-L-A3-S1: Instruire asistată de calculator (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-PPedI-IS;03-ACS-L-A3-S1: Practică pedagogică în învaţământul preuniversitar obligatoriu (1) (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-TCS-IS;03-ACS-L-A3-S1: Tehnici de comunicare şi scriere tehnică (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-PP/CE-IS;03-ACS-L-A3-S1: Psihologia personalitatii/comunicare educationala (facultativ) (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A3-S1-SM-IS;03-ACS-L-A3-S1: Sisteme mobile (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A3-S2-OACME-IS;03-ACS-L-A3-S2: Optimizarea asistată de calculator a modulelor electronice (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-IIGP-IS;03-ACS-L-A3-S2: Istoria ideilor şi gândirii politice (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-FS-IS;03-ACS-L-A3-S2: Fiabilitate software (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-MCE-IS;03-ACS-L-A3-S2: Managementul clasei de elevi (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-EAN1-IS;03-ACS-L-A3-S2: Examen de absolvire - Nivelul I (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-PPedII-IS;03-ACS-L-A3-S2: Practică pedagogică în învaţământul preuniversitar obligatoriu (2) (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-ClCo-IS;03-ACS-L-A3-S2: Sisteme de calcul Cloud (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-MPSCA-IS;03-ACS-L-A3-S2: Managementul proiectarii sistemelor de conducere avansate (facultativ) (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-AV-IS;03-ACS-L-A3-S2: Activitate de voluntariat (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-EC-IS;03-ACS-L-A3-S2: Economie (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A3-S2-ADIS-IS;03-ACS-L-A3-S2: Antreprenoriat în domeniul IS (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 3 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A4-S1-MkI-IS;03-ACS-L-A4-S1: Marketing industrial (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A4-S2-SEd-IS;03-ACS-L-A4-S2: Sociologia educaţiei (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-AV-IS;03-ACS-L-A4-S2: Activitate de voluntariat (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-MSA-IS;03-ACS-L-A4-S2: Marketing și spirit antreprenorial (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A4-S2-SDC-IS;03-ACS-L-A4-S2: Sisteme descentralizate de conducere (IS - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Ingineria sistemelor / Anul 4 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S1-IF-CTI;03-ACS-L-A1-S1: Istoria filosofiei (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-TC-CTI;03-ACS-L-A1-S1: Tehnici de comunicare (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-L-CTI;03-ACS-L-A1-S1: Logică (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-PsE-CTI;03-ACS-L-A1-S1: Psihologia educaţiei (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-IDST-CTI;03-ACS-L-A1-S1: Istoria dezvoltării științei și tehnicii (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-IFC-CTI;03-ACS-L-A1-S1: Istoria și filosofia culturii (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-ANT-CTI;03-ACS-L-A1-S1: Antropologie (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-CLFI1-CTI;03-ACS-L-A1-S1: Comunicare în limba franceză pentru ingineri 1 (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-CLGI1-CTI;03-ACS-L-A1-S1: Comunicare în limba germană pentru ingineri 1 (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-CLSI1-CTI;03-ACS-L-A1-S1: Comunicare în limba spaniolă pentru ingineri 1 (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-AICVR-CTI;03-ACS-L-A1-S1: Agresivitatea interumană în cyberspace și viața reală (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-SIDCD-CTI;03-ACS-L-A1-S1: Ştiinţa informării şi documentării în cultura digitală (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-APEDRD-CTI;03-ACS-L-A1-S1: Adaptarea la provocări și experiențe dificile: reziliență și dezvoltare (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S1-VOL1-CTI;03-ACS-L-A1-S1: Voluntariat 1 (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 1 / Materii la alegere;2021-10-04;CS1;manual;student
03-ACS-L-A1-S2-IAP1-CTI;03-ACS-L-A1-S2: Informatică aplicată 1 (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-PCLP3-CTI;03-ACS-L-A1-S2: Programarea calculatoarelor și limbaje de programare 3 (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
03-ACS-L-A1-S2-F1MEC-CTI;03-ACS-L-A1-S2: Fizică 1 (mecanica) (CTI - 2021);03. Automatică şi Calculatoare / Licenţă / Domeniul Calculatoare şi tehnologia informaţiei / Anul 1 / Semestrul 2 / Materii la alegere;2022-02-28;CS2;manual;student
